TotalSeconds	OD-TurningStrainRaw0	OD-TurningStrainRaw1
2.346582	6937851	8892667
2.349082	6937748	8892531
2.351582	6937760	8892528
2.354082	6937876	8892650
2.356582	6938062	8892858
2.359082	6938267	8893097
2.361582	6938437	8893307
2.364082	6938528	8893438
2.366582	6938512	8893458
2.369082	6938389	8893359
2.371582	6938178	8893159
2.374082	6937915	8892890
2.3760779	6937640	8892593
2.3785779	6937387	8892304
2.3810779	6937175	8892048
2.3835779	6936999	8891829
2.3860779	6936841	8891635
2.3885779	6936678	8891444
2.3910779	6936497	8891234
2.3935779	6936303	8890995
2.3960779	6936124	8890734
2.3985779	6936008	8890482
2.4010779	6936012	8890289
2.4035779	6936177	8890213
2.4060779	6936520	8890298
2.4085779	6937015	8890565
2.4110779	6937600	8890995
2.4135779	6938182	8891533
2.4160779	6938669	8892096
2.4185779	6938981	8892597
2.4210779	6939082	8892964
2.4235779	6938979	8893156
2.4260779	6938716	8893169
2.4285779	6938366	8893034
2.4310779	6938006	8892805
2.4335779	6937702	8892545
2.4360779	6937503	8892315
2.4385779	6937435	8892164
2.4410779	6937503	8892127
2.4435779	6937701	8892220
2.4460779	6938007	8892443
2.4485779	6938394	8892780
2.4510779	6938821	8893196
2.4535779	6939245	8893645
2.4560779	6939622	8894074
2.4585779	6939920	8894437
2.4610779	6940121	8894702
2.4635779	6940228	8894858
2.4660779	6940256	8894913
2.4685779	6940231	8894891
2.4710779	6940179	8894822
2.4735779	6940119	8894734
2.4760779	6940061	8894646
2.4785779	6940009	8894572
2.4810779	6939966	8894516
2.4835779	6939935	8894480
2.4860779	6939923	8894463
2.4885779	6939932	8894462
2.4910779	6939963	8894468
2.4935779	6940004	8894467
2.4960779	6940033	8894436
2.4985779	6940022	8894351
2.5010779	6939947	8894192
2.5035779	6939790	8893952
2.5060779	6939555	8893645
2.5085779	6939260	8893299
2.5110779	6938935	8892959
2.5135779	6938619	8892668
2.5156043	6938347	8892462
2.5181043	6938138	8892353
2.5206043	6937997	8892324
2.5231043	6937911	8892337
2.5256043	6937853	8892334
2.5281043	6937788	8892255
2.5306043	6937690	8892062
2.5331043	6937552	8891751
2.5356043	6937387	8891353
2.5381043	6937221	8890925
2.5406043	6937084	8890533
2.5431043	6936997	8890233
2.5456043	6936963	8890057
2.5481043	6936961	8889999
2.5506043	6936954	8890025
2.5531043	6936907	8890087
2.5556043	6936800	8890151
2.5581043	6936644	8890202
2.5606043	6936475	8890253
2.5631043	6936349	8890341
2.5656043	6936323	8890505
2.5681043	6936436	8890778
2.5706043	6936697	8891165
2.5731043	6937081	8891643
2.5756043	6937540	8892168
2.5781043	6938019	8892690
2.5806043	6938464	8893160
2.5831043	6938838	8893543
2.5856043	6939125	8893825
2.5881043	6939330	8894010
2.5906043	6939469	8894114
2.5931043	6939555	8894150
2.5956043	6939599	8894126
2.5981043	6939603	8894050
2.6006043	6939571	8893927
2.6031043	6939507	8893768
2.6056043	6939420	8893592
2.6081043	6939329	8893425
2.6106043	6939259	8893304
2.6131043	6939243	8893267
2.6156043	6939307	8893344
2.6181043	6939464	8893544
2.6206043	6939706	8893854
2.6231043	6940008	8894235
2.6256043	6940328	8894636
2.6281043	6940621	8895004
2.6306043	6940851	8895300
2.6331043	6940997	8895505
2.6356043	6941058	8895622
2.6381043	6941048	8895672
2.6406043	6940989	8895683
2.6431043	6940902	8895676
2.6456043	6940797	8895659
2.6481043	6940675	8895628
2.6506043	6940530	8895570
2.6531043	6940357	8895470
2.6551306	6940156	8895319
2.6576306	6939931	8895118
2.6601306	6939685	8894871
2.6626306	6939416	8894581
2.6651306	6939123	8894259
2.6676306	6938806	8893923
2.6701306	6938475	8893596
2.6726306	6938153	8893310
2.6751306	6937883	8893104
2.6776306	6937718	8893013
2.6801306	6937702	8893055
2.6826306	6937854	8893215
2.6851306	6938156	8893447
2.6876306	6938546	8893679
2.6901306	6938934	8893830
2.6926306	6939227	8893834
2.6951306	6939353	8893664
2.6976306	6939288	8893342
2.7001306	6939063	8892933
2.7026306	6938749	8892528
2.7051306	6938440	8892216
2.7076306	6938223	8892064
2.7101306	6938153	8892102
2.7126306	6938246	8892319
2.7151306	6938476	8892672
2.7176306	6938792	8893102
2.7201306	6939136	8893555
2.7226306	6939460	8893987
2.7251306	6939735	8894370
2.7276306	6939941	8894683
2.7301306	6940077	8894911
2.7326306	6940147	8895044
2.7351306	6940155	8895070
2.7376306	6940103	8894984
2.7401306	6939994	8894788
2.7426306	6939834	8894500
2.7451306	6939635	8894149
2.7476306	6939416	8893779
2.7501306	6939202	8893436
2.7526306	6939016	8893161
2.7551306	6938878	8892982
2.7576306	6938798	8892908
2.7601306	6938772	8892926
2.7626306	6938783	8893008
2.7651306	6938807	8893114
2.7676306	6938815	8893206
2.7701306	6938785	8893254
2.7726306	6938702	8893239
2.7751306	6938567	8893160
2.7776306	6938393	8893030
2.7801306	6938205	8892872
2.7826306	6938033	8892717
2.7851306	6937912	8892598
2.7876306	6937871	8892549
2.7901306	6937929	8892594
2.7926306	6938097	8892749
2.7946265	6938365	8893017
2.7971265	6938707	8893374
2.7996265	6939083	8893778
2.8021265	6939437	8894167
2.8046265	6939708	8894466
2.8071265	6939844	8894609
2.8096265	6939811	8894548
2.8121265	6939603	8894275
2.8146265	6939249	8893827
2.8171265	6938810	8893283
2.8196265	6938370	8892751
2.8221265	6938015	8892343
2.8246265	6937819	8892146
2.8271265	6937822	8892207
2.8296265	6938026	8892519
2.8321265	6938393	8893022
2.8346265	6938855	8893624
2.8371265	6939332	8894222
2.8396265	6939751	8894730
2.8421265	6940060	8895089
2.8446265	6940233	8895280
2.8471265	6940275	8895313
2.8496265	6940209	8895225
2.8521265	6940070	8895057
2.8546265	6939897	8894852
2.8571265	6939725	8894648
2.8596265	6939582	8894473
2.8621265	6939487	8894351
2.8646265	6939454	8894298
2.8671265	6939490	8894321
2.8696265	6939589	8894419
2.8721265	6939739	8894578
2.8746265	6939918	8894771
2.8771265	6940097	8894960
2.8796265	6940243	8895107
2.8821265	6940328	8895181
2.8846265	6940331	8895162
2.8871265	6940245	8895046
2.8896265	6940074	8894839
2.8921265	6939837	8894563
2.8946265	6939561	8894249
2.8971265	6939277	8893931
2.8996265	6939019	8893645
2.9021265	6938819	8893426
2.9046265	6938702	8893305
2.9071265	6938685	8893298
2.9096265	6938769	8893406
2.9121265	6938938	8893609
2.9146265	6939168	8893872
2.9171265	6939422	8894147
2.9196265	6939662	8894390
2.9221265	6939855	8894566
2.9246265	6939980	8894655
2.9271265	6940027	8894660
2.9296265	6940003	8894600
2.9321265	6939920	8894501
2.9341528	6939798	8894386
2.9366528	6939649	8894269
2.9391528	6939482	8894153
2.9416528	6939300	8894030
2.9441528	6939097	8893888
2.9466528	6938872	8893720
2.9491528	6938640	8893545
2.9516528	6938432	8893401
2.9541528	6938294	8893339
2.9566528	6938265	8893402
2.9591528	6938369	8893607
2.9616528	6938598	8893931
2.9641528	6938904	8894310
2.9666528	6939212	8894645
2.9691528	6939433	8894836
2.9716528	6939497	8894809
2.9741528	6939374	8894546
2.9766528	6939085	8894091
2.9791528	6938698	8893539
2.9816528	6938305	8893009
2.9841528	6937998	8892616
2.9866528	6937845	8892434
2.9891528	6937867	8892480
2.9916528	6938040	8892719
2.9941528	6938308	8893077
2.9966528	6938606	8893471
2.9991528	6938872	8893825
3.0016528	6939062	8894084
3.0041528	6939149	8894217
3.0066528	6939132	8894219
3.0091528	6939021	8894105
3.0116528	6938829	8893889
3.0141528	6938576	8893594
3.0166528	6938286	8893247
3.0191528	6937987	8892882
3.0216528	6937712	8892531
3.0241528	6937489	8892224
3.0266528	6937339	8891981
3.0291528	6937272	8891816
3.0316528	6937287	8891732
3.0341528	6937377	8891726
3.0366528	6937526	8891797
3.0391528	6937722	8891941
3.0416528	6937953	8892159
3.0441528	6938216	8892450
3.0466528	6938504	8892810
3.0491528	6938814	8893222
3.0516528	6939138	8893663
3.0541528	6939463	8894100
3.0566528	6939773	8894495
3.0591528	6940046	8894813
3.0616528	6940263	8895030
3.0641528	6940406	8895135
3.0666528	6940465	8895131
3.0691528	6940441	8895042
3.0716528	6940350	8894904
3.0736792	6940219	8894762
3.0761792	6940087	8894661
3.0786792	6939983	8894628
3.0811792	6939924	8894668
3.0836792	6939911	8894766
3.0861792	6939933	8894890
3.0886792	6939969	8895008
3.0911792	6940012	8895102
3.0936792	6940069	8895180
3.0961792	6940170	8895279
3.0986792	6940350	8895445
3.1011792	6940636	8895714
3.1036792	6941029	8896094
3.1061792	6941494	8896552
3.1086792	6941967	8897017
3.1111792	6942369	8897405
3.1136792	6942629	8897635
3.1161792	6942706	8897663
3.1186792	6942599	8897495
3.1211792	6942347	8897178
3.1236792	6942007	8896789
3.1261792	6941643	8896409
3.1286792	6941301	8896099
3.1311792	6941006	8895884
3.1336792	6940755	8895750
3.1361792	6940529	8895657
3.1386792	6940307	8895551
3.1411792	6940073	8895389
3.1436792	6939821	8895144
3.1461792	6939551	8894815
3.1486792	6939272	8894421
3.1511792	6938994	8893999
3.1536792	6938726	8893587
3.1561792	6938474	8893218
3.1586792	6938240	8892910
3.1611792	6938025	8892665
3.1636792	6937827	8892471
3.1661792	6937645	8892311
3.1686792	6937484	8892172
3.1711792	6937353	8892050
3.1736792	6937267	8891957
3.1761792	6937240	8891915
3.1786792	6937289	8891951
3.1811792	6937423	8892088
3.1836792	6937645	8892335
3.1861792	6937952	8892690
3.1886792	6938333	8893139
3.1911792	6938772	8893658
3.1936792	6939251	8894218
3.1961792	6939750	8894791
3.1986792	6940248	8895349
3.2011792	6940725	8895867
3.2036792	6941159	8896319
3.2061792	6941528	8896679
3.2086792	6941809	8896921
3.2111792	6941980	8897023
3.2132056	6942028	8896971
3.2157056	6941944	8896765
3.2182056	6941734	8896422
3.2207056	6941415	8895976
3.2232056	6941012	8895469
3.2257056	6940567	8894953
3.2282056	6940128	8894479
3.2307056	6939743	8894085
3.2332056	6939457	8893799
3.2357056	6939305	8893631
3.2382056	6939306	8893583
3.2407056	6939452	8893638
3.2432056	6939710	8893767
3.2457056	6940020	8893932
3.2482056	6940311	8894084
3.2507056	6940508	8894175
3.2532056	6940556	8894164
3.2557056	6940425	8894022
3.2582056	6940126	8893751
3.2607056	6939707	8893380
3.2632056	6939242	8892963
3.2657056	6938811	8892572
3.2682056	6938488	8892276
3.2707056	6938319	8892129
3.2732056	6938320	8892161
3.2757056	6938475	8892365
3.2782056	6938742	8892703
3.2807056	6939070	8893118
3.2832056	6939404	8893542
3.2857056	6939698	8893913
3.2882056	6939915	8894180
3.2907056	6940038	8894317
3.2932056	6940071	8894329
3.2957056	6940033	8894243
3.2982056	6939957	8894108
3.3007056	6939881	8893980
3.3032056	6939840	8893909
3.3057056	6939855	8893930
3.3082056	6939927	8894050
3.3107056	6940039	8894247
3.3132056	6940155	8894479
3.3157056	6940241	8894694
3.3182056	6940269	8894848
3.3207056	6940227	8894914
3.3232056	6940126	8894890
3.3257056	6939990	8894798
3.3282056	6939852	8894677
3.3307056	6939743	8894571
3.3332056	6939682	8894514
3.3357056	6939673	8894524
3.3382056	6939706	8894596
3.3407056	6939765	8894714
3.3432056	6939832	8894850
3.3457056	6939891	8894973
3.3482056	6939927	8895055
3.3507056	6939932	8895078
3.3527319	6939896	8895026
3.3552319	6939807	8894893
3.3577319	6939653	8894671
3.3602319	6939425	8894363
3.3627319	6939120	8893977
3.3652319	6938747	8893528
3.3677319	6938333	8893040
3.3702319	6937918	8892550
3.3727319	6937552	8892101
3.3752319	6937281	8891735
3.3777319	6937131	8891480
3.3802319	6937106	8891350
3.3827319	6937178	8891337
3.3852319	6937298	8891416
3.3877319	6937412	8891549
3.3902319	6937471	8891695
3.3927319	6937456	8891827
3.3952319	6937376	8891934
3.3977319	6937269	8892019
3.4002319	6937186	8892097
3.4027319	6937172	8892185
3.4052319	6937254	8892294
3.4077319	6937432	8892429
3.4102319	6937679	8892579
3.4127319	6937949	8892726
3.4152319	6938200	8892856
3.4177319	6938399	8892958
3.4202319	6938531	8893029
3.4227319	6938601	8893069
3.4252319	6938622	8893083
3.4277319	6938614	8893076
3.4302319	6938591	8893051
3.4327319	6938564	8893011
3.4352319	6938545	8892967
3.4377319	6938546	8892937
3.4402319	6938581	8892946
3.4427319	6938664	8893018
3.4452319	6938805	8893170
3.4477319	6939004	8893406
3.4502319	6939251	8893713
3.4527319	6939527	8894064
3.4552319	6939803	8894424
3.4577319	6940055	8894757
3.4602319	6940261	8895036
3.4627319	6940406	8895241
3.4652319	6940484	8895364
3.4677319	6940493	8895406
3.4702319	6940434	8895369
3.4727319	6940314	8895266
3.4752319	6940146	8895110
3.4777319	6939946	8894916
3.4802319	6939735	8894702
3.4827319	6939542	8894492
3.4852319	6939392	8894305
3.4877319	6939303	8894158
3.4902319	6939281	8894061
3.4922278	6939319	8894013
3.4947278	6939393	8894001
3.4972278	6939462	8894000
3.4997278	6939483	8893977
3.5022278	6939420	8893905
3.5047278	6939259	8893773
3.5072278	6939011	8893587
3.5097278	6938712	8893375
3.5122278	6938422	8893189
3.5147278	6938208	8893087
3.5172278	6938127	8893121
3.5197278	6938207	8893311
3.5222278	6938434	8893641
3.5247278	6938761	8894059
3.5272278	6939116	8894489
3.5297278	6939425	8894853
3.5322278	6939629	8895090
3.5347278	6939704	8895174
3.5372278	6939665	8895122
3.5397278	6939554	8894982
3.5422278	6939424	8894814
3.5447278	6939320	8894668
3.5472278	6939267	8894577
3.5497278	6939269	8894550
3.5522278	6939307	8894569
3.5547278	6939353	8894606
3.5572278	6939384	8894637
3.5597278	6939389	8894649
3.5622278	6939375	8894642
3.5647278	6939353	8894625
3.5672278	6939343	8894609
3.5697278	6939361	8894607
3.5722278	6939412	8894619
3.5747278	6939490	8894636
3.5772278	6939578	8894641
3.5797278	6939653	8894615
3.5822278	6939694	8894543
3.5847278	6939683	8894423
3.5872278	6939617	8894264
3.5897278	6939500	8894084
3.5922278	6939348	8893907
3.5947278	6939182	8893760
3.5972278	6939026	8893663
3.5997278	6938906	8893630
3.6022278	6938836	8893661
3.6047278	6938824	8893747
3.6072278	6938867	8893867
3.6097278	6938949	8893993
3.6122278	6939052	8894098
3.6147278	6939150	8894160
3.6172278	6939223	8894164
3.6197278	6939259	8894108
3.6222278	6939253	8894000
3.6247278	6939207	8893853
3.6272278	6939125	8893683
3.6297278	6939012	8893502
3.6317542	6938871	8893315
3.6342542	6938697	8893118
3.6367542	6938482	8892904
3.6392542	6938219	8892664
3.6417542	6937905	8892394
3.6442542	6937559	8892107
3.6467542	6937215	8891832
3.6492542	6936925	8891608
3.6517542	6936747	8891481
3.6542542	6936734	8891491
3.6567542	6936917	8891658
3.6592542	6937286	8891972
3.6617542	6937794	8892387
3.6642542	6938357	8892835
3.6667542	6938874	8893233
3.6692542	6939250	8893508
3.6717542	6939424	8893613
3.6742542	6939379	8893544
3.6767542	6939158	8893343
3.6792542	6938844	8893088
3.6817542	6938544	8892876
3.6842542	6938357	8892796
3.6867542	6938350	8892904
3.6892542	6938535	8893207
3.6917542	6938874	8893659
3.6942542	6939290	8894175
3.6967542	6939688	8894658
3.6992542	6939991	8895021
3.7017542	6940151	8895211
3.7042542	6940163	8895221
3.7067542	6940054	8895081
3.7092542	6939873	8894849
3.7117542	6939674	8894592
3.7142542	6939491	8894358
3.7167542	6939337	8894172
3.7192542	6939202	8894034
3.7217542	6939067	8893926
3.7242542	6938913	8893826
3.7267542	6938734	8893721
3.7292542	6938546	8893617
3.7317542	6938379	8893537
3.7342542	6938273	8893511
3.7367542	6938258	8893564
3.7392542	6938349	8893704
3.7417542	6938538	8893918
3.7442542	6938796	8894174
3.7467542	6939085	8894432
3.7492542	6939366	8894654
3.7517542	6939606	8894814
3.7542542	6939787	8894900
3.7567542	6939898	8894914
3.7592542	6939939	8894864
3.7617542	6939913	8894760
3.7642542	6939831	8894611
3.7667542	6939703	8894429
3.7692542	6939545	8894224
3.7712805	6939369	8894005
3.7737805	6939187	8893781
3.7762805	6939001	8893558
3.7787805	6938807	8893336
3.7812805	6938591	8893105
3.7837805	6938333	8892847
3.7862805	6938026	8892557
3.7887805	6937683	8892242
3.7912805	6937337	8891934
3.7937805	6937042	8891676
3.7962805	6936859	8891522
3.7987805	6936835	8891514
3.8012805	6936990	8891669
3.8037805	6937302	8891965
3.8062805	6937712	8892350
3.8087805	6938138	8892751
3.8112805	6938498	8893098
3.8137805	6938732	8893339
3.8162805	6938810	8893453
3.8187805	6938746	8893452
3.8212805	6938581	8893369
3.8237805	6938367	8893246
3.8262805	6938159	8893118
3.8287805	6937993	8893008
3.8312805	6937887	8892920
3.8337805	6937840	8892851
3.8362805	6937840	8892787
3.8387805	6937865	8892718
3.8412805	6937896	8892640
3.8437805	6937922	8892554
3.8462805	6937934	8892471
3.8487805	6937924	8892392
3.8512805	6937888	8892322
3.8537805	6937831	8892266
3.8562805	6937760	8892231
3.8587805	6937693	8892225
3.8612805	6937651	8892262
3.8637805	6937659	8892354
3.8662805	6937734	8892509
3.8687805	6937883	8892726
3.8712805	6938098	8892990
3.8737805	6938355	8893278
3.8762805	6938622	8893561
3.8787805	6938867	8893814
3.8812805	6939063	8894019
3.8837805	6939195	8894166
3.8862805	6939255	8894252
3.8887805	6939245	8894277
3.8912805	6939165	8894236
3.8937805	6939017	8894124
3.8962805	6938802	8893935
3.8987805	6938527	8893669
3.9012805	6938204	8893340
3.9037805	6937858	8892976
3.9062805	6937526	8892619
3.9087805	6937249	8892315
3.9107764	6937065	8892104
3.9132764	6936996	8892009
3.9157764	6937036	8892021
3.9182764	6937151	8892106
3.9207764	6937295	8892219
3.9232764	6937417	8892314
3.9257764	6937486	8892366
3.9282764	6937501	8892386
3.9307764	6937494	8892413
3.9332764	6937520	8892509
3.9357764	6937631	8892723
3.9382764	6937852	8893077
3.9407764	6938171	8893550
3.9432764	6938534	8894073
3.9457764	6938862	8894555
3.9482764	6939077	8894898
3.9507764	6939124	8895036
3.9532764	6938994	8894948
3.9557764	6938729	8894669
3.9582764	6938399	8894271
3.9607764	6938092	8893843
3.9632764	6937880	8893469
3.9657764	6937806	8893206
3.9682764	6937878	8893079
3.9707764	6938067	8893075
3.9732764	6938322	8893158
3.9757764	6938587	8893286
3.9782764	6938814	8893415
3.9807764	6938968	8893514
3.9832764	6939035	8893565
3.9857764	6939023	8893569
3.9882764	6938961	8893542
3.9907764	6938885	8893507
3.9932764	6938833	8893491
3.9957764	6938834	8893513
3.9982764	6938899	8893577
4.0007764	6939012	8893667
4.0032764	6939136	8893750
4.0057764	6939229	8893789
4.0082764	6939256	8893757
4.0107764	6939203	8893647
4.0132764	6939085	8893479
4.0157764	6938940	8893297
4.0182764	6938818	8893156
4.0207764	6938763	8893106
